Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Arkansas,Weighted distribution of population (%),66.9,17.6,0.8,2.4,0.5,2.1,9.8,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,California,Count of COVID-19 deaths,20405,4011,298,8011,354,400,30662,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,California,Distribution of COVID-19 deaths (%),31.8,6.2,0.5,12.5,0.6,0.6,47.7,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,California,Weighted distribution of population (%),28.8,7.2,0.2,14.7,0.3,2.3,46.5,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,California,Count of COVID-19 deaths,10822,2237,150,3977,184,196,15749,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,California,Distribution of COVID-19 deaths (%),32.4,6.7,0.4,11.9,0.6,0.6,47.2,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,California,Weighted distribution of population (%),28.8,7.2,0.2,14.7,0.3,2.3,46.5,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,California,Count of COVID-19 deaths,9583,1774,148,4034,170,204,14913,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,California,Distribution of COVID-19 deaths (%),31,5.7,0.5,13.1,0.6,0.7,48.3,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,California,Weighted distribution of population (%),28.8,7.2,0.2,14.7,0.3,2.3,46.4,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,California,Count of COVID-19 deaths,0,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,California,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,California,Weighted distribution of population (%),26.1,8,0.2,14.8,0.2,2.2,48.6,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,California,Count of COVID-19 deaths,0,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,California,Distribution of COVID-19 deaths (%),0,0,0,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,California,Weighted distribution of population (%),30.6,2.4,0.2,38.4,0.3,3.1,25,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,California,Count of COVID-19 deaths,126,26,,46,,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,California,Distribution of COVID-19 deaths (%),45.3,9.4,,16.5,,,27.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,California,Weighted distribution of population (%),28.6,7.2,0.2,16.3,0.3,2.4,45,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,California,Count of COVID-19 deaths,680,226,,342,,13,734,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,California,Distribution of COVID-19 deaths (%),33.8,11.2,,17,,0.6,36.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,California,Weighted distribution of population (%),27.5,7.6,0.2,14.9,0.3,2.3,47.3,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,California,Count of COVID-19 deaths,683,190,,324,,10,1009,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,California,Distribution of COVID-19 deaths (%),30.6,8.5,,14.5,,0.4,45.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,California,Weighted distribution of population (%),27.7,7.5,0.2,14.6,0.2,2.3,47.4,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,California,Count of COVID-19 deaths,527,144,,215,,,1141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,California,Distribution of COVID-19 deaths (%),25.6,7,,10.5,,,55.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,California,Weighted distribution of population (%),28.5,7.3,0.2,14.7,0.3,2.3,46.8,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,California,Count of COVID-19 deaths,1103,251,16,333,25,23,2125,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,California,Distribution of COVID-19 deaths (%),28.4,6.5,0.4,8.6,0.6,0.6,54.7,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,California,Weighted distribution of population (%),29,7.2,0.2,14.3,0.3,2.3,46.7,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,California,Count of COVID-19 deaths,1128,249,14,405,16,20,1905,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,California,Distribution of COVID-19 deaths (%),30.1,6.6,0.4,10.8,0.4,0.5,50.8,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,California,Weighted distribution of population (%),29.2,7.1,0.2,14.7,0.3,2.4,46.1,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,California,Count of COVID-19 deaths,644,135,11,248,17,14,995,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,California,Distribution of COVID-19 deaths (%),31.2,6.5,0.5,12,0.8,0.7,48.2,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,California,Weighted distribution of population (%),29.3,7.2,0.2,15,0.3,2.4,45.6,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,California,Count of COVID-19 deaths,479,73,,167,,11,707,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,California,Distribution of COVID-19 deaths (%),33,5,,11.5,,0.8,48.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,California,Weighted distribution of population (%),29.3,7.1,0.2,14.8,0.3,2.4,45.8,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,California,Count of COVID-19 deaths,931,147,15,266,20,14,1168,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,California,Distribution of COVID-19 deaths (%),36.3,5.7,0.6,10.4,0.8,0.5,45.6,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,California,Weighted distribution of population (%),29.4,7.2,0.2,14.4,0.3,2.4,46.2,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,California,Count of COVID-19 deaths,4521,796,69,1630,78,80,5887,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,California,Distribution of COVID-19 deaths (%),34.6,6.1,0.5,12.5,0.6,0.6,45,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,California,Weighted distribution of population (%),28.9,7.2,0.2,14.7,0.3,2.3,46.4,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,California,Count of COVID-19 deaths,6141,1162,95,2640,100,127,9547,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,California,Distribution of COVID-19 deaths (%),30.9,5.9,0.5,13.3,0.5,0.6,48.1,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,California,Weighted distribution of population (%),28.7,7.2,0.2,14.7,0.3,2.3,46.6,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,California,Count of COVID-19 deaths,2290,408,32,985,44,46,3789,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,California,Distribution of COVID-19 deaths (%),30.1,5.4,0.4,12.9,0.6,0.6,49.8,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,California,Weighted distribution of population (%),28.9,7.2,0.2,14.8,0.3,2.3,46.3,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,California,Count of COVID-19 deaths,708,127,12,290,15,17,1098,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,California,Distribution of COVID-19 deaths (%),31.2,5.6,0.5,12.8,0.7,0.7,48.4,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,California,Weighted distribution of population (%),29.2,7.1,0.2,14.8,0.3,2.4,46.1,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,California,Count of COVID-19 deaths,341,56,,99,10,11,389,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,California,Distribution of COVID-19 deaths (%),37.2,6.1,,10.8,1.1,1.2,42.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,California,Weighted distribution of population (%),29.7,7.1,0.2,14.8,0.3,2.4,45.4,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,California,Count of COVID-19 deaths,103,21,,20,,,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,California,Distribution of COVID-19 deaths (%),43.1,8.8,,8.4,,,37.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,California,Unweighted distribution of population (%),36.5,5.6,0.4,14.9,0.4,2.8,39.4,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,California,Weighted distribution of population (%),30.3,6.9,0.3,14.8,0.3,2.4,45.1,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Colorado,Count of COVID-19 deaths,4348,313,86,212,20,27,1654,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Colorado,Distribution of COVID-19 deaths (%),65,4.7,1.3,3.2,0.3,0.4,24.7,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Colorado,Weighted distribution of population (%),64.4,5.4,0.5,3.9,0.2,2.6,23,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Colorado,Count of COVID-19 deaths,3263,241,58,166,17,19,1281,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Colorado,Distribution of COVID-19 deaths (%),64.3,4.8,1.1,3.3,0.3,0.4,25.3,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Colorado,Weighted distribution of population (%),64.1,5.5,0.5,3.9,0.2,2.6,23.2,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Colorado,Count of COVID-19 deaths,1085,72,28,46,,,373,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Colorado,Distribution of COVID-19 deaths (%),67,4.4,1.7,2.8,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,01/01/2021,05/22/2021,2021,,By Year,Colorado,Weighted distribution of population (%),65.4,5.1,0.5,3.7,0.2,2.7,22.3,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Colorado,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Colorado,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,01/01/2020,01/31/2020,2020,1,By Month,Colorado,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Colorado,Count of COVID-19 deaths,0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Colorado,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,02/01/2020,02/29/2020,2020,2,By Month,Colorado,Weighted distribution of population (%),0,0,0,0,0,0,0,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Colorado,Count of COVID-19 deaths,71,13,0,,0,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Colorado,Distribution of COVID-19 deaths (%),67.6,12.4,0,,0,0,18.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,03/01/2020,03/31/2020,2020,3,By Month,Colorado,Weighted distribution of population (%),64.7,5.6,0.5,3.6,0.2,2.7,22.6,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Colorado,Count of COVID-19 deaths,559,70,,46,,0,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Colorado,Distribution of COVID-19 deaths (%),63.5,8,,5.2,,0,21.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,04/01/2020,04/30/2020,2020,4,By Month,Colorado,Weighted distribution of population (%),61.6,6.8,0.5,4.5,0.2,2.6,23.8,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Colorado,Count of COVID-19 deaths,279,37,,12,,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Colorado,Distribution of COVID-19 deaths (%),60,8,,2.6,,,26.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,05/01/2020,05/31/2020,2020,5,By Month,Colorado,Weighted distribution of population (%),61.8,6,0.5,4.3,0.2,2.4,24.8,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Colorado,Count of COVID-19 deaths,104,,,,0,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Colorado,Distribution of COVID-19 deaths (%),56.5,,,,0,,34.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,06/01/2020,06/30/2020,2020,6,By Month,Colorado,Weighted distribution of population (%),63,5.7,0.5,3.9,0.2,2.6,24,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Colorado,Count of COVID-19 deaths,78,10,,,0,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Colorado,Distribution of COVID-19 deaths (%),51.3,6.6,,,0,,32.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,07/01/2020,07/31/2020,2020,7,By Month,Colorado,Weighted distribution of population (%),64.4,5.5,0.6,3.8,0.2,2.8,22.9,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Colorado,Count of COVID-19 deaths,71,,,,0,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Colorado,Distribution of COVID-19 deaths (%),58.7,,,,0,0,31.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,08/01/2020,08/31/2020,2020,8,By Month,Colorado,Weighted distribution of population (%),63.5,5.3,0.5,3.9,0.2,2.6,24,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Colorado,Count of COVID-19 deaths,67,,,,0,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Colorado,Distribution of COVID-19 deaths (%),57.8,,,,0,,32.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,09/01/2020,09/30/2020,2020,9,By Month,Colorado,Weighted distribution of population (%),63.8,4.7,0.5,3.7,0.2,2.6,24.5,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Colorado,Count of COVID-19 deaths,160,,,,0,0,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Colorado,Distribution of COVID-19 deaths (%),63.7,,,,0,0,26.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,10/01/2020,10/31/2020,2020,10,By Month,Colorado,Weighted distribution of population (%),64.3,4.9,0.5,3.9,0.2,2.5,23.7,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Colorado,Count of COVID-19 deaths,719,30,12,33,,,315,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Colorado,Distribution of COVID-19 deaths (%),64.3,2.7,1.1,2.9,,,28.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,11/01/2020,11/30/2020,2020,11,By Month,Colorado,Weighted distribution of population (%),65.2,4.8,0.5,3.7,0.2,2.5,23.1,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Colorado,Count of COVID-19 deaths,1155,58,15,50,,,379,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Colorado,Distribution of COVID-19 deaths (%),68.8,3.5,0.9,3,,,22.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,12/01/2020,12/31/2020,2020,12,By Month,Colorado,Weighted distribution of population (%),65.8,5,0.6,3.6,0.2,2.7,22.2,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Colorado,Count of COVID-19 deaths,525,25,14,23,,,157,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Colorado,Distribution of COVID-19 deaths (%),69.8,3.3,1.9,3.1,,,20.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,01/01/2021,01/31/2021,2021,1,By Month,Colorado,Weighted distribution of population (%),66.2,5,0.6,3.6,0.2,2.7,21.8,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Colorado,Count of COVID-19 deaths,218,13,11,,0,0,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Colorado,Distribution of COVID-19 deaths (%),65.7,3.9,3.3,,0,0,24.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,02/01/2021,02/28/2021,2021,2,By Month,Colorado,Weighted distribution of population (%),66,4.8,0.5,3.8,0.2,2.6,22.2,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Colorado,Count of COVID-19 deaths,141,12,,,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Colorado,Distribution of COVID-19 deaths (%),68.1,5.8,,,,,22.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,03/01/2021,03/31/2021,2021,3,By Month,Colorado,Weighted distribution of population (%),64.3,5.5,0.5,3.8,0.2,2.6,23,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Colorado,Count of COVID-19 deaths,123,11,,,0,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Colorado,Distribution of COVID-19 deaths (%),63.7,5.7,,,0,,26.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,04/01/2021,04/30/2021,2021,4,By Month,Colorado,Weighted distribution of population (%),64,5.8,0.5,3.9,0.2,2.8,22.8,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Colorado,Count of COVID-19 deaths,78,11,,,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Colorado,Distribution of COVID-19 deaths (%),57.8,8.1,,,,,27.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Colorado,Unweighted distribution of population (%),67.7,4.1,0.6,3.3,0.1,2.3,21.8,
05/26/2021,05/01/2021,05/22/2021,2021,5,By Month,Colorado,Weighted distribution of population (%),64.1,5.1,0.5,3.8,0.2,2.6,23.7,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Connecticut,Count of COVID-19 deaths,6052,1035,,121,,,856,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Connecticut,Distribution of COVID-19 deaths (%),74.6,12.8,,1.5,,,10.6,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Connecticut,Unweighted distribution of population (%),65.9,10.3,0.2,4.8,0,1.8,16.9,
05/26/2021,01/01/2020,05/22/2021,2020/2021,,By Total,Connecticut,Weighted distribution of population (%),61.5,12.2,0.2,5.3,0,1.7,19.1,
05/26/2021,01/01/2020,12/31/2020,2020,,By Year,Connecticut,Count of COVID-19 deaths,4675,852,,82,0,,626,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
